Sr_No,Location_Coordinates,Hospital_Name,Address_Original_First_Line,State,District,Pincode,Telephone,Website
19627,NA,Hitankshi Polyclinic and Nursing Home,"F-004,Indraprastha Society,Behind Ayyappa Temple,Poonam Sagar",Maharashtra,Thane,400601,0,0
19628,NA,Jai Hospital,"101-102, Sai Sadan Society, 1St Floor, Ganesh Cinema Compound, Opposite Charai Telphone Exchange",Maharashtra,Thane,400601,0,0
19629,"19.1985423, 72.9748448",Janam Hospital,"1St Floor, Nirmal Apartmens, Uttam Angrey Road, Joshiwala Charai",Maharashtra,Thane,400601,0,0
19630,NA,Jayashree Raj Lions Medical Centre,"Prabhavati Towers Basement, Behind Shivsena Shakha, Khopat ,Thane(W)",Maharashtra,Thane,400601,0,0
19631,"19.2074008, 72.9725836",Jupiter Lifeline Hospitals Ltd.,"Opposite Flower Valley, Eastern Express Highway, Thane(W)",Maharashtra,Thane,400601,0,0
19632,NA,Jyotimay Eye Hospital,"205 Ganatra Estate, Khopat, Mumbai-Thane Rd.",Maharashtra,Thane,400601,0,0
19633,NA,Kaushalya Medical Foundation Trust Hospital,"Ganeswadi, B/H Nitin Casting Company, Panchpakhodi, Thane(w)",Maharashtra,Thane,400601,0,0
19634,NA,Mauli Mat and Children S Hospital,"Ground Floor, Siddhi Building",Maharashtra,Thane,400601,0,0
19635,"19.2057161, 73.0955302",Monish Nursing Home,Parkar Building 2Nd Floor Above Canara Bank Dombivli East,Maharashtra,Thane,400601,0,0
19636,"19.2374286, 73.1255989",Nityanand Nursing Home,"Bali Bazar, Kalyan(W)",Maharashtra,Thane,400601,0,0
19637,"19.1867519, 72.9545494",Om Children Maternity and Surgical Nursing Home,Wagle Estate,Maharashtra,Thane,400601,0,0
19638,NA,Param Hospital And Icu - Thane (W),"2Nd Floor, Golden Park, Gokul Nagar, Next To Wood Plaza, L B S Road",Maharashtra,Thane,400601,0,0
19639,"19.2896128, 72.8596712",Parmar Nursing Home,"Bldg.No.A/8,Shanti Park, Phase-3,Mira Road (E)",Maharashtra,Thane,400601,0,0
19640,NA,Pioneer Health Care,"101, Kalika Towers, Opposite Pratap Cinema, Kolbad Road",Maharashtra,Thane,400601,0,0
19641,NA,R.G.Stone Urology and Laparoscopy Hospital,"C/O Bhakti Vedanta Hospital,Mira Road(East,Shrishti Complex,T",Maharashtra,Thane,400601,0,0
19642,NA,Ramakrishna Eye Clinic and Kalindi Netralaya,Dahanu Road (W),Maharashtra,Thane,400601,0,0
19643,NA,Ranade Super-Speciality Eye Centre,"215/216, Prestige Precinct, Near Nitin Company , Almeida Road, Panchpakhadi",Maharashtra,Thane,400601,0,0
19644,NA,Renuka Nursing Home,"Govardhan Dham,1St Floor, OppositeS.T.Workshop, Ambedkar Road",Maharashtra,Thane,400601,0,0
19645,NA,Risk Care Hospital,1St Floor Shirin Appartment Old Agra Mumbai Road Thane West,Maharashtra,Thane,400601,0,0
19646,NA,Sahil Hospital,"1St Floor, Tawde Niwas, Opposite Thane Janata Sahakari Bank, Khopat, Thane(w)",Maharashtra,Thane,400601,0,0
19647,NA,Sai- Krupa General Hospital,"3/23, Sai Prasad Co-Op. Society, Kannamwar Nagar, Vikhroli",Maharashtra,Thane,400601,0,0
19648,NA,Sai Medi Surge Hospital,"Opposite Mahindra Global Gallery, Near, Tatvagyan Vidyapeeth,Ghodbunder Road",Maharashtra,Thane,400601,0,0
19649,NA,Shraddha General Hospital and Icu Centre,"1St Floor, Vishal Marriage Hall Building,Hospital Road",Maharashtra,Thane,400601,0,0
19650,NA,Shree Ramkrishna Netralaya,"A- 102/103, Shree Balaji Co-Op. Hsg. Society Near Makhmali Talao, L.B.S. Road (Agra Road ) Panchpakhadi",Maharashtra,Thane,400601,0,0
19651,NA,Shree Swami Samartha Netralaya,"1St Floor, Damodar Apartments, Behind Ashok Talkies Datta Mandir, Thane(w)",Maharashtra,Thane,400601,0,0
19652,NA,Shrikisha Hospital,"5A Ostwal Park, Jaisal Park Road, Near Lic Office, Near Jain Temple, Bhayender W",Maharashtra,Thane,400601,0,0
19653,NA,Shrivali Maternity and Surgical Nursing Home,"First Floor, Kapila Vastu Build No. 3, Above Hotel Swara, Near Pratap Cinema, Kolbad Road, Thane (W) Near Pratap Cinema, Kolbad Road",Maharashtra,Thane,400601,0,0
19654,"19.212245, 72.960029",Silotri Hospital,"Bldg No-3-B, Brindavan Society",Maharashtra,Thane,400601,0,0
19655,"19.2140149, 72.9771604",Smiles Unlimited Dental Clinic,"6, Maitri Lily, Adjacent To Oswal Park, Pokhran Road No.2, Thane (W)",Maharashtra,Thane,400601,0,0
19656,"19.1911864, 72.9724048",Somika Laser Eyes Surgery Centers,"Ramtirth Society, Ram Maruti Road, Naupada, Thane (W)",Maharashtra,Thane,400601,0,0
19657,NA,Sunjeevan Hospital and I C U,"1St Floor, Adnaan Mahal, Near Holy Cross High School , Thane West",Maharashtra,Thane,400601,0,0
19658,NA,Swami Health Care,"101, 1St Floor S-3, Vedant Commercial Complex, Vartak Nagar, Thane West",Maharashtra,Thane,400601,0,0
19659,"19.1902827, 72.9711542",Thane Health Care Hospital,"Naupada, Thane (W)",Maharashtra,Thane,400601,0,0
19660,NA,Thane Ultrasound Centre,Shanti Niwas Dr Moose Road Talaopali Thane W,Maharashtra,Thane,400601,0,0
19661,"19.4618817, 72.7776581",Vijay Ent Hospital,Virar(W),Maharashtra,Thane,400601,0,0
19662,"19.2812547, 73.0482912",Waris Nursing Home,45 Old Gauri Pada Thane Road Bhiwandi,Maharashtra,Thane,400601,0,0
19663,NA,Aasha Cancer Hospital And Children First,"1St Floor, Ajit Darshan , 3, Petrol Pump,",Maharashtra,Thane,400602,0,0
19664,NA,Aayush Multispeciality Hospital,"Mari Gold Panch Pakhadi, OppositeNitin Company Junction",Maharashtra,Thane,400602,0,0
19665,"19.2891713, 73.0337355",Abhimaan Maternity and Surgical Hospital - Thane,"Abhimman, 1St Floor, Near Traffic, Police Chowky, Teen Hath Naka, Mumbai-Agra Road, Thane (W)",Maharashtra,Thane,400602,0,0
19666,"19.1871159, 72.9694667",Amber Eye Care And Microsurgery Centre,"1St Floor,Hosbanoo Mansion,Ice Factory Bldg,Above Kohinoor Televideo,Naupada,Gokhale Road",Maharashtra,Thane,400602,0,0
19667,"19.1982854, 72.9707381",Ashwini Maternity and Nursing Home,"1St Flr, Rima Chambers Near Perfect Driving School Talao Pali",Maharashtra,Thane,400602,0,0
19668,"19.1956229, 72.9668684",Bapat Nursing Home,"Near Rupee Co-Op. Bank, A.K. Vaidya Marg, Panch Pakhadi",Maharashtra,Thane,400602,0,0
19669,NA,Bhaskar Eye And Lens Implant Clinic,"Opp Gavdevi Market, Behind Rupee Co-Op Bank Ghokale Road, Thane (W)",Maharashtra,Thane,400602,0,0
19670,"19.2266605, 72.9838366",Criticare Superspeciality Hospital,B/W Hotel Royal Challenge 2 And Cadbury's Ltd E E Highway Thane (W),Maharashtra,Thane,400602,0,0
19671,"19.2157613, 73.0729934",Deepashree Eye Clinic And Surgical Centre,A/101 Sindhu Sagar Soc Mahatma Phule Road Opp Dyaneshwar Mangal Karyalay Dombivli W,Maharashtra,Thane,400602,0,0
19672,"19.2266605, 72.9838366",Deodhar Hospitals Pvt. Ltd,"Geet-Ganga, Gokhale Road, Opposite Ice Factory, Navpada, Thane(W)",Maharashtra,Thane,400602,0,0
19673,NA,DhanvantariDiagnostics And Bapat Urology Center,A K Vaidya Marg Nr Rupee Co-Op Bbank Panchpakhadi Thane - West,Maharashtra,Thane,400602,0,0
19674,NA,Divine Brain Spine Hospital and Trauma Center,"1St Floor, Above Godbole Hospital Opp Saraswati Secondary School",Maharashtra,Thane,400602,0,0
19675,"19.2266605, 72.9838366",Dr Bansal's Arogya Hospital,"Golden Park Lbs Road, Opp Navneet Motors Thane - West",Maharashtra,Thane,400602,0,0
19676,NA,Dr Bedekars Hospital,"Shiva Sakthi Maha Rushi Serve Road, Naupada, Thane West",Maharashtra,Thane,400602,0,0
19677,NA,Dr Bodas Gi and Surgical Care Pvt.Ltd,2Nd Floor Near Saibaba Mandir Ghantali Road Thane W,Maharashtra,Thane,400602,0,0
19678,"19.1871159, 72.9694667",Dr Karavade Eye Clinic,"102, Krishnakala, Near Parmarth Niketan, , Opposite Gaondevi Market,Gokhale Road,Naupada, Thane West",Maharashtra,Thane,400602,0,0
19679,NA,Dr Milind Patils Revival Bone and Joint Hospital,"Yojana Behind Idbi Bank, Near Malhar Cinema, Off Gokhale Road",Maharashtra,Thane,400602,0,0
19680,NA,Dr Shah Unique Smile and Visioncare Clinic,"1, Priyadarshini Apt, Near A. K. Joshi, (Bedekar) English High School, Naupada, Thane (W)",Maharashtra,Thane,400602,0,0
19681,"19.1954727, 72.9652491",Dr Subodh Mehtas Advance Orthopedic and Joint Replacement Center,"Pasaydan, Next To Dnyanraj Sabhagruh, Sant Dnyaneshwar Marg, Near Tmc Bldg., Panchpakhadi",Maharashtra,Thane,400602,0,0
19682,NA,"Dr Uppals Ent Hospital, Thane","Mohan Heritage, 2Nd Flr, Opp T.M.C., Almeida Road, Thane (W)",Maharashtra,Thane,400602,0,0
19683,NA,Dr Wavikar Eye Hospital,"1St Floor Rameshwar, Near Samarath Bhandar, Ram Maruti Road, Naupada",Maharashtra,Thane,400602,0,0
19684,"19.1902827, 72.9711542",Dr. Narkhedes Advance Ent Centre,Naupada,Maharashtra,Thane,400602,0,0
19685,NA,Dr. Paradkars Maternity and General Nursing Home - Thane,"Dipalaya Bhaskar Colony, M.G.Road, Naupada, Thane (West)",Maharashtra,Thane,400602,0,0
19686,NA,Dr. Paranjpes Eye Clinic,"` Sulochan`, Near Ing Vysya Bank, Ram Maruti Toad",Maharashtra,Thane,400602,0,0
19687,"19.3872168, 72.8236072",Dr. Sankhe Hospital,"Vishwakarma Nagar, Phase -11 ,Ambadi Road, Vasai (W)",Maharashtra,Thane,400602,0,0
19688,NA,Dr. Sapatnekar Hospital I.C.C.U And Polyclinic,"Mahadev Tower, 1St Floor, Lbs Marg, Near Hari Niwas Circle , Near Hari Niwas Circle, Naupada, Thane West",Maharashtra,Thane,400602,0,0
19689,NA,Dr. Shahs Unique Smile and Vision Care Clinic,"1, Priyadarshini Apt. Near A.K.Joshi English High School, Naupada, Thane (W)",Maharashtra,Thane,400602,0,0
19690,NA,"Dr. Uppal's Ent Hospital, Thane","Mohan Heritage, 2Nd Flr, Opp T.M.C., Almeida Road, Thane (W)",Maharashtra,Thane,400602,0,0
19691,NA,Dr. Vaidyas Eye Centre,"1St Floor, Krishna Apartments, Near Waman Hari Pethe Jewellers , Dada Patil Wadi, Naupada",Maharashtra,Thane,400602,0,0
19692,"19.2266605, 72.9838366",Dr.Kshirsagars Nursing Home,Thane(W),Maharashtra,Thane,400602,0,0
19693,NA,Dr.Paradkar Hospital - Thane,"Dipalaya Bhaskar Colony, Naupada",Maharashtra,Thane,400602,0,0
19694,NA,Gunjotikar Nursing Home,"1St Floor, Mahadeo Tower, Above Krishna Chemist, Hari Niwas. L B S Road",Maharashtra,Thane,400602,0,0
19695,NA,Hi-Tech Urology Centre and Healthline Hospital,"Landmark Arcade, 1St Floor, Louiswadi Highway Service Rd, Nitin Company Junction, Thane (W)",Maharashtra,Thane,400602,0,0
19696,"19.196383, 72.9634219",Hittaishi Health Care Centre and Icu,"1St Floor, Sanskar Tower, Dharmveer Marg, Panch Pakhadi, Thane (W)",Maharashtra,Thane,400602,0,0
19697,NA,Horizon Hospital,"Malati Mohan Bunglow Opp Naupada Telephone Exchange M G Road , Naupada",Maharashtra,Thane,400602,0,0
19698,NA,Jupiter Scan Centre,M G Road Opp Saraswati Marathi High School Naupada,Maharashtra,Thane,400602,0,0
19699,NA,Koshti Maternity and Surgical Hospital,"Sai Pooja Apt. Ii Nd Floor, Charai Naka/ Old Agra Rd. Thane (W)",Maharashtra,Thane,400602,0,0
19700,NA,Laxmi Jyot Eye Hospital,"A-101, Dharmaveer Building, Opposite Municipal School No.7, Uthlasar Naka",Maharashtra,Thane,400602,0,0
19701,"19.191805, 72.9747837",Mokashi Nursing Home,"Dr. Moose Road,Talaopali.",Maharashtra,Thane,400602,0,0
19702,NA,More Eye Center,"7,Yogesh Society, Gr.Flr, Near Icici Bank Ram Maruti Road,Thane (W)",Maharashtra,Thane,400602,0,0
19703,"19.1871159, 72.9694667",Nest Accident and Fracture Hospital,"Behind State Bank, Nr. Ice Factory, Off. Gokhale Road, Naupada, Thane(W)",Maharashtra,Thane,400602,0,0
19704,NA,Nirmiti Fertility And Ivf Centre,"1St Floor, Parasmani, Opposite Shahu Marke, Near Naupada Police Station, M.G.Road, Naupada, Thane (W)",Maharashtra,Thane,400602,0,0
19705,NA,Orhtocare Hospital,"1St Floor, Gautam Chambers, Near Punjani Industrial Estate Near Tmc School No.13",Maharashtra,Thane,400602,0,0
19706,"19.1871159, 72.9694667",Pooja Nursing Home - Thane,"1St Floor, Shridhar Smruti, Opposite Bajaj Allianz Gen. Insu. Co. Ltd., Gokhale Road, Naupada, Thane ( W )",Maharashtra,Thane,400602,0,0
19707,NA,Ram Krishna Eye Hospital,"Bwing Balaji Apartement, Near Makhamali Talao, Lbs Road, Thane(w)",Maharashtra,Thane,400602,0,0
19708,NA,Revival Bone and Joint Hospital,"Yojana Building, Off Gokhale Road, Near Malhar Theatre, Thane (West)",Maharashtra,Thane,400602,0,0
19709,"19.1902827, 72.9711542",Sai-Krupa Maternity and Surgical Nursing Home,"106, Konark Towers, Opposite Saibaba Mandir, Ghantali Path Teen Petrol Pump, Naupada",Maharashtra,Thane,400602,0,0
19710,NA,Schweta Nursing Home,"Manas Residency A Wing 1St Floor Veer Savarkar Marg, 3 Petrol Pump, Thane (W)",Maharashtra,Thane,400602,0,0
19711,NA,Senses Eye and Ent Hospital,"2Nd Flr, Beauty Arcade, OppositePratap, Cinema,Khopat,Next To Fishland Hotel,Thane(W)",Maharashtra,Thane,400602,0,0
19712,NA,Shivneri Hospital Pvt. Ltd.,"Shivneri Hospital, Agra Road, B/H Vandana Theatre",Maharashtra,Thane,400602,0,0
19713,"19.2164376, 72.9722088",Shree Eye Hospital,"115, 1St Floor Swastik Plaza Pokhawan Road",Maharashtra,Thane,400602,0,0
19714,NA,Snehal Hospital,"Udyam OppositeBank Of Baroda, Gokhale Road, Naupa",Maharashtra,Thane,400602,0,0
19715,"19.2939579, 73.0603317",Soham Hospital,"New Mangal Bhavan 1St Floor, Opposite Torrent Power Office Kaneri Agra Road, Bhiwandi",Maharashtra,Thane,400602,0,0
19716,NA,Sushrut Nursing Home,"101,Akshata Apts Almeida Road",Maharashtra,Thane,400602,0,0
19717,"19.1871159, 72.9694667",Suyash Diagnostic Centre,6 Swaralata Apartment Ground Floor Gokhale Road Naupada,Maharashtra,Thane,400602,0,0
19718,NA,Thane Health Care,"Opposite Gokhale Road Post Office, Near Hotel Usha Kiran, Brahmin Society, Naupada, Thane(W)",Maharashtra,Thane,400602,0,0
19719,NA,Ui Ro Shusma Pranjali Maternity Surgical Andgeneral Hospital,"1 St Pokhran Road , Veer Savarkar Nagar, Opposite R.J. Thakur College",Maharashtra,Thane,400602,0,0
19720,NA,Unnati Critical Care Unit and I.C.C.U,"B1/B2, Rajanigandha C.H.S., Gr.Floor, Vandana Cinema, Thane (W)",Maharashtra,Thane,400602,0,0
19721,"19.1902827, 72.9711542",Vaidya Maternity Home,"Vaidya Bunglow, Opp Telephone Exc, Naupada Thane",Maharashtra,Thane,400602,0,0
19722,NA,Vartak Nursing Home,"Near Sainath Temple, 3 Petrol Pump, Ghantali Road",Maharashtra,Thane,400602,0,0
19723,NA,Aarogyam Multispeciality Hospital - Thane,"Renuka Bldg,Opp: Mangla School,Above Bank Of Maharashtra,Kopari Thane ( E) Above Bank Of Maharashtra, Kopari",Maharashtra,Thane,400603,0,0
19724,NA,Ankur Maternity and Nursing Home - Thane,"Jeevan Deep, Opp Railway Station, Thane (E)",Maharashtra,Thane,400603,0,0
19725,NA,Medicare Hospital,"Silver Plaza,1St Floor,Near Nitin Company Flyover,E.E.Highway,E.S.I.S.Road",Maharashtra,Thane,400603,0,0
19726,NA,Saha Hospital and Icu,"1St Floor, Renuka Building, Opposite Mangala School, Thane (East)",Maharashtra,Thane,400603,0,0
19727,NA,Samarth Nursing Home,"Krishnamrut, 1St Flr Creed Road, Mahagiri, Thane (W)",Maharashtra,Thane,400603,0,0
19728,"19.2266605, 72.9838366",Teeth and More Multi-Speciality Clinic,"Thane,West",Maharashtra,Thane,400603,0,0
19729,NA,The Kalyan Hospital and Iccu,"Khadakpada, Gagangiri Soc, Near Godrej Mill, Kalyan W",Maharashtra,Thane,400603,0,0
19730,NA,Ashtavinayak Hospital and Icu,"1St Flr, Rajdhani Apt Near Balsara Co, Kisan Nagar No 2,Wagle Estate",Maharashtra,Thane,400604,0,0
19731,NA,Balaji Maternity and Nursing Home,"A27/28, Hiramoti Complex, Shivaji Nagar, Wagle Estate",Maharashtra,Thane,400604,0,0
19732,"19.1869807, 72.9540053",Dr. Muddebihalkar Hospital and Iccu,"Silver Park, Road No. 3, Wagle Estate, Thane (W)",Maharashtra,Thane,400604,0,0
19733,NA,Dr. Simandhar's Eye Care Centre,"No. D/5, Saidham Co-Op. Society,Plot -39,Rac-17Rd No,Near Veer Hospital,Yashodhan Nagar Bus Stop",Maharashtra,Thane,400604,0,0
19734,NA,Dr. Thakur's Shree Hospital,"Sukh Laxmi 1St & 2Nd Floor Shree Nagar Opp Tata Fision , Wagle Estate",Maharashtra,Thane,400604,0,0
19735,NA,Dr. Uday Gadgil's Eye Hospital,"Ground Floor, Shreyas Apts., Opposite Nitin Casting Co, Ramchandra Nagar No. 1, Highway",Maharashtra,Thane,400604,0,0
19736,NA,Hi Tech Urology Centre and Health Line Hospital,"Landmark Arcade, 1St Floor, Louis Wadi, Highway Service Road, Nitin Company Junction, Thane West",Maharashtra,Thane,400604,0,0
19737,NA,Highway Hospital,"Dev Ashish Chs, Maruthon Circle, E. E. Highway, Near Highway Darshan",Maharashtra,Thane,400604,0,0
19738,NA,Hitech Kidney Care Urology Private Limited / Hi-Tech Urology Centre and Healthline Hospital,"104, 1St Floor Landmark Arcade, Louiswadi Highway",Maharashtra,Thane,400604,0,0
19739,"19.1867519, 72.9545494",Modi Hospital - Thane,"Shreenagar, Wagle Estate, Thane (West)",Maharashtra,Thane,400604,0,0
19740,"19.2266605, 72.9838366",Sai Hospital and Icu,"Hiramoti Shopping Centre, 2Nd Floor, Shivaji Nagar, Near Mulund Check Naka, Thane West",Maharashtra,Thane,400604,0,0
19741,"19.1850225, 72.9683173",Sai Hospital And Icu,"2Nd Floor, Hira Moti Shopping Centre Near Cheeknaka, Shivaji Nagar Thane - West",Maharashtra,Thane,400604,0,0
19742,"19.1867519, 72.9545494",Shivani Maternity Home Thane,"Akshi Bunglow, Sector 1, Plot No. 9&10 Shreenagar Wagle Estate",Maharashtra,Thane,400604,0,0
19743,NA,Shree Sai General And Maternity Hospital,"Shyamsunder Bunglow, Ground Floor , Sector 1 , Shree Nagar, Opposite Mangal Karyalaya And Janata Sahakari Bank",Maharashtra,Thane,400604,0,0
19744,NA,Aditya Hospital and Icu,"Devashree Gardens,Off Golden Dyes, Jtn,R.W. Sawant Rd,Majiwade,Thane(W)",Maharashtra,Thane,400605,0,0
19745,"19.2128663, 73.0102182",Dr Ram Malis Ramanand Hospital and Iccu,Mumbai Pune Road Kalwa Thane (W),Maharashtra,Thane,400605,0,0
19746,"19.1963547, 72.9871979",Harisuman Nursing Home,Kalwa Naka,Maharashtra,Thane,400605,0,0
19747,NA,Krishnai Care Maternity and Surgical Nursing Home,"3-B, Pratibha Co-Op, Hsg Society, Manisha Nagar, Kalwa",Maharashtra,Thane,400605,0,0
19748,NA,Marathe's Aditi Children Hospital and Nursing,"Ground Floor, Nandadeep Chs, Old Belapur Road",Maharashtra,Thane,400605,0,0
19749,NA,Pooja Hospital,"9/10, Shridhar Smruti, Gpkhale Road Behind Deodhar Hospital, Naupada",Maharashtra,Thane,400605,0,0
19750,NA,Prakruti Hospital,"1St Floor, Siddheshwar Arcade, Opposite Manisha Nagar, Gate No-1, Old Mumbai-Pune Road, Kalwa",Maharashtra,Thane,400605,0,0
19751,NA,Pramila Hospital,"Manisha Nagar,Old Mumbai- Pune Road, Kalwa",Maharashtra,Thane,400605,0,0
19752,"19.2095672, 73.0089982",Ramanand Hospital,"1St Floor, Nandigri Building,Mumbai - Pune Road, Kalwa,Thane",Maharashtra,Thane,400605,0,0
19753,Error,Risk Care Hospital and Iccu,"Siddheshwar Arcade Opp Manisha Nagar Gate No 1, Old Mumbai  Pune Road",Maharashtra,Thane,400605,0,0
19754,NA,Shreyas Maternity And Surgical Home,"Creek View Apartment, 3Rd Floor, Opp Bus Stop. Kalwa",Maharashtra,Thane,400605,0,0
19755,NA,Apeksha Maternity and Surgical Nursing Home,"Drug Society, Pokharan Rd I",Maharashtra,Thane,400606,0,0
19756,NA,Jai Ganesh Nursing Home,"R.S.C. 15, Plot No 67/68, Opp Louis Bldg Veer Savarkar Nagar (Carvalho Nagar)",Maharashtra,Thane,400606,0,0
19757,NA,Karuna Nursing Home and Iccu,"107/108/123, Laxmi Market Complex Ist Floor, Vartak Nagar Naka",Maharashtra,Thane,400606,0,0
19758,"19.2137555, 72.9611627",Maher Maternity And Surgical Nursing Home,"Asiatic Arcade, 2Nd Floor, Pokhran Road 1, , Vartak Nagar, Thane (W)",Maharashtra,Thane,400606,0,0
19759,NA,Pranjali Maternity Surgical and General Hospital,"Veer Savarkar Nagar, Opposite R.J. Thakur College, Near Esis Hospital",Maharashtra,Thane,400606,0,0
19760,"19.1996442, 72.9720309",Risk Care Hospital and Iccu,"1St Floor, Shirin Appartment",Maharashtra,Thane,400606,0,0
19761,"19.2183307, 72.9780897",Sahayog Nursing Home,,Maharashtra,Thane,400606,0,0
19762,NA,Sai Dham Hospital,"Shiv Sai Apartment, Patilwadi, , OppositeShiv Mandir",Maharashtra,Thane,400606,0,0
19763,NA,Savitri Life Care Hospital,"Vishwa Appt., Lokmanya Nagar Old Bus Stop, Lokmanya Nagar, Thane (W)",Maharashtra,Thane,400606,0,0
19764,NA,Shree Prathamesh Hospital,Shop No 23-29 Ground Flr Behind Ratnakar Bank Laxmi Market Vartaknagar,Maharashtra,Thane,400606,0,0
19765,Error,Shree Siddhivinayak Hospital,"Amit Co-Op Hsg Society, A Wing, 1St Flr Near Yashodhan Nagar Bus Stop",Maharashtra,Thane,400606,0,0
19766,NA,Shri Sainath Hospital,"Sai Chintamani Apartment, Lokmanya Nagar No.3, Near Vithal Mandir",Maharashtra,Thane,400606,0,0
19767,"19.2099999, 72.961482",Shri Uttam Hospital,"111 / 112, Laxmi Market Vartak Nagar",Maharashtra,Thane,400606,0,0
19768,NA,Siddhesh Nursing Home,"Lokmanya Nagar No.2,Near Yashodhan Bus Stop",Maharashtra,Thane,400606,0,0
19769,NA,Swastik Maternity and Surgical Hospital,"#117/118, Laxmi Market,Pokharan Road , No.1, Vartaknagar",Maharashtra,Thane,400606,0,0
19770,NA,Tanmay Health Care Hospital,"No. E-2 A-Wing, Landmask Complex, Radha Nagar, Khadakpada, Kalyan (W)",Maharashtra,Thane,400606,0,0
19771,NA,Trupti Hospital - Thane,"Nebula - D Cosmos Paradise, Devdaya Nagar Jk Po, Pokhran Road No. 1",Maharashtra,Thane,400606,0,0
19772,NA,Vedant Multispeciality Hospital and Research Centre,"S-3, 2Nd Floor, Vedant Commercial Complex,Vartak Nagar,Above Union Bank Of India, Vartak Nagar Naka",Maharashtra,Thane,400606,0,0
19773,NA,Aayush Nursing Home,Hospital Address D1 4 5 6 Runwal Estate Behind R Mall G B Road Manpada Thane W,Maharashtra,Thane,400607,0,0
